,drug_row,drug_col,cell_line_name,drug_row_cid,drug_col_cid,synergy_zip,synergy_bliss,synergy_loewe,synergy_hsa,S,label
1515,PAZOPANIB HYDROCHLORIDE,RUXOLITINIB,HT29,11525740,25126798,3.832366602,3.204376944,-2.741122714,-2.316762299,4.74025,NA
1516,LAPATINIB,DASATINIB,LNCAP,208908,3062316,-7.155237316,-11.91678169,-0.556007331,0.051044231,-20.041375,NA
1517,MK-2206,DASATINIB,LNCAP,24964624,3062316,2.473522271,0.534076039,4.166184819,9.233715551,-25.784,Synergy
1518,PD325901,DASATINIB,LNCAP,9826528,3062316,-9.832033462,-16.98179924,-12.01690759,-11.72663291,-20.74225,Antagonism
1519,LAPATINIB,MK-2206,LNCAP,208908,24964624,-3.246694004,-6.265221124,-4.95538123,0.86957772,-35.70975,NA
1520,LAPATINIB,PD325901,LNCAP,208908,9826528,5.990407326,0.714126322,6.225858692,6.379549609,-6.424625,Synergy
1521,MK-2206,PD325901,LNCAP,24964624,9826528,2.507951457,-1.955981263,-2.132099615,0.927565232,-21.963375,NA
1522,ABT-888,BEZ-235,LOVO,11960529,11977753,4.121066442,3.225569621,-14.24100002,5.145515844,-13.595125,NA
1523,AZD1775,BEZ-235,LOVO,24856436,11977753,-4.011762883,-4.396653266,3.194978668,6.646272765,-48.9419375,NA
1524,BORTEZOMIB,BEZ-235,LOVO,387447,11977753,1.64736965,0.685665444,-0.359513648,2.554095316,-38.948625,NA
1525,MK-2206,BEZ-235,LOVO,24964624,11977753,-4.759377916,-5.079959465,7.068418012,8.790306285,-58.05275,NA
1526,TEMOZOLOMIDE,BEZ-235,LOVO,5394,11977753,3.892141577,2.935130711,-16.07325805,3.729484594,-12.24425,NA
1527,ZOLINZA,BEZ-235,LOVO,5311,11977753,0.6041435,-1.148158508,2.277117258,5.182606567,-33.257375,NA
1528,AZD1775,ABT-888,LOVO,24856436,11960529,-1.990743838,-4.648949162,-38.63631883,-2.303122893,-13.173,Antagonism
1529,BORTEZOMIB,ABT-888,LOVO,387447,11960529,-0.969131846,-4.794348705,-4.552004189,-3.094883059,-18.13675,Antagonism
1530,MK-2206,ABT-888,LOVO,24964624,11960529,-1.869637721,-2.981821868,-13.52863218,-1.138539768,-22.753,Antagonism
1531,TEMOZOLOMIDE,ABT-888,LOVO,5394,11960529,6.457209695,4.462604582,6.470042012,6.47632472,-8.292875,Synergy
1532,ZOLINZA,ABT-888,LOVO,5311,11960529,-1.831184648,-3.670906827,-23.06101921,-0.781712143,11.143375,Antagonism
1533,AZD1775,BORTEZOMIB,LOVO,24856436,387447,-1.113694444,-2.564578064,-3.944069244,-0.720266054,-36.276,Antagonism
1534,MK-2206,BORTEZOMIB,LOVO,24964624,387447,-1.843107832,-3.743113461,-4.388663023,-1.869997929,-50.942375,Antagonism
1535,TEMOZOLOMIDE,BORTEZOMIB,LOVO,5394,387447,0.085665666,-3.303576796,-3.912511646,-2.4300917,-9.202625,NA
1536,ZOLINZA,BORTEZOMIB,LOVO,5311,387447,0.278394829,-0.884494935,-2.988293817,0.700816544,-11.195,NA
1537,AZD1775,MK-2206,LOVO,24856436,24964624,-2.13775383,-2.529802982,5.803919633,9.520167921,-46.369,NA
1538,TEMOZOLOMIDE,MK-2206,LOVO,5394,24964624,0.178476101,-1.185313662,-15.40190338,-0.422691031,-15.527125,NA
1539,ZOLINZA,MK-2206,LOVO,5311,24964624,-0.781245992,-1.228078268,2.926380356,5.499689067,-31.35625,NA
1540,TEMOZOLOMIDE,AZD1775,LOVO,5394,24856436,2.392102707,0.121106649,-38.02939913,1.091647719,-7.425375,NA
1541,ZOLINZA,AZD1775,LOVO,5311,24856436,1.334794845,0.861503907,1.643641214,7.237726973,-16.051125,Synergy
1542,ZOLINZA,TEMOZOLOMIDE,LOVO,5311,5394,-0.325223287,-1.355979675,-31.85325448,-0.160587143,13.354625,Antagonism
1543,5-FLUORO-2'-DEOXYURIDINE,ALLOPURINOL,MCF7,3363,2094,-3.088139549,-0.677233195,-9.825716035,-1.380188465,-4.2105,Antagonism
1544,5-FU,ALLOPURINOL,MCF7,3385,2094,-0.331283362,-2.248068031,-7.189799353,0.519982424,-12.337,NA
1545,ALTRETAMINE,ALLOPURINOL,MCF7,2123,2094,-0.606347975,4.276135376,-0.054581774,1.055946075,10.4985,NA
1546,ANASTROZOLE,ALLOPURINOL,MCF7,2187,2094,-3.662745303,-4.756851116,-69.6686422,-1.660528222,-0.348,Antagonism
1547,AXITINIB,ALLOPURINOL,MCF7,6450551,2094,-3.534949367,-1.092564003,-3.265720109,-0.914021561,2.877,Antagonism
1548,BUSULFAN,ALLOPURINOL,MCF7,2478,2094,-2.714874756,-1.08027872,1.411634068,0.745056987,0.728,NA
1549,CELECOXIB,ALLOPURINOL,MCF7,2662,2094,0.473465998,1.260063623,-2.237276321,-1.117995767,0.5045,NA
1550,CHEMBL277800,ALLOPURINOL,MCF7,354624,2094,-1.503941407,-1.422609955,-0.591721038,-0.510218119,-0.6915,Antagonism
1551,CHLORAMBUCIL,ALLOPURINOL,MCF7,2708,2094,-10.68710027,-3.489323036,-6.968524888,-1.345708064,-2.6185,Antagonism
1552,CRIZOTINIB,ALLOPURINOL,MCF7,11626560,2094,-2.38755093,0.27747372,-4.048735314,0.391158254,1.5995,NA
1553,DASATINIB,ALLOPURINOL,MCF7,3062316,2094,-1.183349503,0.128043106,-3.660885575,-2.102440341,-2.3095,NA
1554,DEXRAZOXANE,ALLOPURINOL,MCF7,71384,2094,-5.499595734,-0.183345445,-4.664137968,0.932321251,1.555,NA
1555,EXEMESTANE,ALLOPURINOL,MCF7,60198,2094,-1.855048752,-0.452090025,-5.313760662,-0.772716569,9.504,Antagonism
1556,GEFITINIB,ALLOPURINOL,MCF7,123631,2094,-5.173730724,-2.040057877,-4.76550652,-0.166708064,6.2055,Antagonism
1557,LAPATINIB,ALLOPURINOL,MCF7,208908,2094,3.554269426,5.986588772,2.966056178,-2.171940789,-1.4905,NA
1558,LENALIDOMIDE,ALLOPURINOL,MCF7,216326,2094,-1.704024138,1.351886628,2.585635634,2.029315994,4.509,NA
1559,LETROZOLE,ALLOPURINOL,MCF7,3902,2094,5.690159017,0.523448906,1.702907101,-1.790218,-2.2225,NA
1560,MEGESTROL ACETATE,ALLOPURINOL,MCF7,11683,2094,1.518303296,0.71883199,-9.967040781,-9.859609481,5.5075,NA
1561,MITOTANE,ALLOPURINOL,MCF7,4211,2094,-3.475773538,-3.99034786,-4.600403108,-3.121329078,-4.152,Antagonism
1562,NILOTINIB,ALLOPURINOL,MCF7,644241,2094,1.41543172,1.230817548,1.07204792,-1.352343267,-0.567,NA
1563,PAZOPANIB HYDROCHLORIDE,ALLOPURINOL,MCF7,11525740,2094,0.127169666,-2.254427207,-5.152514038,-5.054053925,3.152,NA
1564,RUXOLITINIB,ALLOPURINOL,MCF7,25126798,2094,-2.523311653,-3.318961121,-5.638693838,-4.3163634,0.7075,Antagonism
1565,TEMOZOLOMIDE,ALLOPURINOL,MCF7,5394,2094,-1.536473117,-0.507960255,1.27678446,0.2257243,0.786,NA
1566,THIOTEPA,ALLOPURINOL,MCF7,5453,2094,-3.879633958,-3.28342983,-3.106435143,-2.437995896,-6.4225,Antagonism
1567,TRETINOIN,ALLOPURINOL,MCF7,444795,2094,-4.235981015,-1.960694405,-5.749140464,-1.102441178,3.1675,Antagonism
1568,VEMURAFENIB,ALLOPURINOL,MCF7,42611257,2094,-0.999292717,0.981418961,-0.407974116,-0.293899268,1.617,NA
1569,ZOLINZA,ALLOPURINOL,MCF7,5311,2094,-9.227315952,-4.741412276,-21.1754388,-1.694832051,5.746,Antagonism
1570,5-FLUORO-2'-DEOXYURIDINE,AMIFOSTINE,MCF7,3363,2141,-7.003028433,-0.635377511,-49.32621816,1.009781881,3.958,NA
1571,5-FU,AMIFOSTINE,MCF7,3385,2141,2.775603014,3.76238945,-14.03667091,1.482560281,4.959,NA
1572,ALLOPURINOL,AMIFOSTINE,MCF7,2094,2141,2.322655786,4.140573638,-2.329904883,-1.59914132,7.848,NA
1573,ALTRETAMINE,AMIFOSTINE,MCF7,2123,2141,3.489401372,1.786294809,-4.591864129,-3.829609878,2.3645,NA
1574,ANASTROZOLE,AMIFOSTINE,MCF7,2187,2141,6.056856769,1.37864329,-7.886845866,-7.451066142,1.3945,NA
1575,AXITINIB,AMIFOSTINE,MCF7,6450551,2141,-0.704307212,-1.9627033,-6.947762034,-2.568272556,-3.931,Antagonism
1576,BUSULFAN,AMIFOSTINE,MCF7,2478,2141,3.164789809,0.714924481,-6.995058144,-6.297889425,4.1895,NA
1577,CELECOXIB,AMIFOSTINE,MCF7,2662,2141,2.754890174,0.831183508,-2.999609583,-2.805466809,-1.428,NA
1578,CHEMBL277800,AMIFOSTINE,MCF7,354624,2141,-0.450553506,-3.56897428,-2.607978661,-3.821139456,-2.059,Antagonism
1579,CHLORAMBUCIL,AMIFOSTINE,MCF7,2708,2141,-3.030660487,4.702136948,-7.543578886,1.506093535,5.1545,NA
1580,CRIZOTINIB,AMIFOSTINE,MCF7,11626560,2141,-1.831767321,-5.166996839,-13.14014422,-6.416922456,-7.754,Antagonism
1581,DASATINIB,AMIFOSTINE,MCF7,3062316,2141,2.121768477,-0.08241998,-5.830901948,-4.354399268,-0.756,NA
1582,DEXRAZOXANE,AMIFOSTINE,MCF7,71384,2141,1.528432242,6.676724342,-5.952324628,3.734447733,16.815,NA
1583,EXEMESTANE,AMIFOSTINE,MCF7,60198,2141,-7.483704042,-17.16554881,-32.47301638,-20.3317065,-10.063,Antagonism
1584,GEFITINIB,AMIFOSTINE,MCF7,123631,2141,-2.464012,-7.23340948,-28.80268597,-10.37521812,-3.7545,Antagonism
1585,IFOSFAMIDE,AMIFOSTINE,MCF7,3690,2141,3.4592791,5.73105453,0.369434297,1.004575378,6.6755,Synergy
1586,IMIQUIMOD,AMIFOSTINE,MCF7,57469,2141,2.071435847,2.063685708,0.06540784,-1.270969672,2.156,NA
1587,LAPATINIB,AMIFOSTINE,MCF7,208908,2141,4.662757581,4.51028256,-6.819331705,-6.229001253,6.8835,NA
1588,LENALIDOMIDE,AMIFOSTINE,MCF7,216326,2141,1.034814419,-4.324837137,-6.273615055,-7.777798278,-2.585,NA
1589,LETROZOLE,AMIFOSTINE,MCF7,3902,2141,7.131172657,4.826363737,-5.932312687,-5.297776147,7.3295,NA
1590,MEGESTROL ACETATE,AMIFOSTINE,MCF7,11683,2141,6.726846098,9.48432327,-1.80161814,-0.682887259,12.5915,NA
1591,METHOXSALEN,AMIFOSTINE,MCF7,4114,2141,-1.286352621,-0.481115847,1.084889946,-0.025473922,0.41,NA
1592,MITOTANE,AMIFOSTINE,MCF7,4211,2141,8.683981041,-3.36899282,1.654388469,-1.664791989,-5.849,NA
1593,NILOTINIB,AMIFOSTINE,MCF7,644241,2141,1.651949213,-1.015074342,-3.131351957,-4.4698712,-2.1795,NA
1594,PAZOPANIB HYDROCHLORIDE,AMIFOSTINE,MCF7,11525740,2141,2.007083512,-5.486870666,-8.261717205,-8.415918533,-6.8925,NA
1595,PROCARBAZINE HYDROCHLORIDE,AMIFOSTINE,MCF7,9703,2141,-1.252626946,-1.879516839,-2.125359401,-2.463178311,-1.141,Antagonism
1596,RUXOLITINIB,AMIFOSTINE,MCF7,25126798,2141,-0.321038755,0.140321489,-3.076433463,-1.340888067,6.1475,NA
1597,TEMOZOLOMIDE,AMIFOSTINE,MCF7,5394,2141,-1.588868711,-3.804398119,-2.366527945,-2.805603379,-4.441,Antagonism
1598,THALIDOMIDE,AMIFOSTINE,MCF7,5426,2141,-0.984430334,-2.953308301,-3.216604015,-3.471029444,-3.6535,Antagonism
1599,THIOTEPA,AMIFOSTINE,MCF7,5453,2141,-3.411726781,-1.775102083,-5.060810387,-0.089124556,-2.1545,Antagonism
1600,TRETINOIN,AMIFOSTINE,MCF7,444795,2141,-4.817791863,-2.301008945,-10.18306209,-0.590218778,-0.36,Antagonism
1601,VEMURAFENIB,AMIFOSTINE,MCF7,42611257,2141,0.695952273,-5.022053576,-5.901080305,-6.502252222,-6.9635,NA
1602,ZOLINZA,AMIFOSTINE,MCF7,5311,2141,-0.377065263,1.110912027,-17.23150554,-6.838276347,11.1165,NA
1603,5-FLUORO-2'-DEOXYURIDINE,ANASTROZOLE,MCF7,3363,2187,-3.141094024,-1.235502033,-4.694864905,-0.066884785,-2.1915,Antagonism
1604,5-FU,ANASTROZOLE,MCF7,3385,2187,8.364770481,6.790166482,8.225543931,8.514227778,1.9325,Synergy
1605,ALTRETAMINE,ANASTROZOLE,MCF7,2123,2187,-0.098855423,-1.94160869,-6.544792741,-5.225505978,-3.2055,Antagonism
1606,AXITINIB,ANASTROZOLE,MCF7,6450551,2187,-1.370093374,0.49866838,0.867584231,1.044163144,0.3505,NA
1607,BUSULFAN,ANASTROZOLE,MCF7,2478,2187,-3.583047173,-4.6161867,-1.676274059,-1.994754889,-1.471,Antagonism
1608,CELECOXIB,ANASTROZOLE,MCF7,2662,2187,-0.641386721,-5.2867958,-3.440741029,-5.114472468,-4.9185,Antagonism
1609,CHLORAMBUCIL,ANASTROZOLE,MCF7,2708,2187,-9.550577923,-3.599232428,-2.0810313,-1.960357611,8.1915,Antagonism
1610,CRIZOTINIB,ANASTROZOLE,MCF7,11626560,2187,-0.508627094,1.899587725,1.334889624,1.521885367,-0.8,NA
1611,DASATINIB,ANASTROZOLE,MCF7,3062316,2187,0.503284767,-0.922006894,-1.9662329,-3.313021667,-3.0525,NA
1612,DEXRAZOXANE,ANASTROZOLE,MCF7,71384,2187,-5.702430598,-5.511088619,-3.976007797,-3.778232111,-4.1855,Antagonism
1613,EXEMESTANE,ANASTROZOLE,MCF7,60198,2187,-6.877374055,-4.72365682,-4.467414807,-4.744975144,-2.1635,Antagonism
1614,GEFITINIB,ANASTROZOLE,MCF7,123631,2187,-3.324835517,-2.285544944,0.254031188,0.043115215,1.35,NA
1615,LAPATINIB,ANASTROZOLE,MCF7,208908,2187,-0.988137855,-1.611754799,-1.181255053,-1.488276347,-2.9065,Antagonism
1616,LENALIDOMIDE,ANASTROZOLE,MCF7,216326,2187,-2.455710069,-6.514709828,-3.808458685,-4.230179017,-7.267,Antagonism
1617,LETROZOLE,ANASTROZOLE,MCF7,3902,2187,1.408795291,-1.551037222,-5.525953461,-6.31999837,-2.6935,NA
1618,MEGESTROL ACETATE,ANASTROZOLE,MCF7,11683,2187,2.905797397,0.451552104,-11.51462796,-10.33617322,-1.3485,NA
1619,MITOTANE,ANASTROZOLE,MCF7,4211,2187,-3.476106444,-3.036085593,-1.722968287,-1.049993456,-2.9415,Antagonism
1620,PAZOPANIB HYDROCHLORIDE,ANASTROZOLE,MCF7,11525740,2187,1.076615537,-1.481602663,-5.328788506,-4.336616911,-3.3945,NA
1621,RUXOLITINIB,ANASTROZOLE,MCF7,25126798,2187,0.516825728,3.27845103,2.605355271,2.632163144,4.6025,Synergy
1622,TEMOZOLOMIDE,ANASTROZOLE,MCF7,5394,2187,0.372034684,-4.201062621,-3.264231806,-5.048577189,-6.8685,NA
1623,THIOTEPA,ANASTROZOLE,MCF7,5453,2187,-2.523228112,0.763177428,0.189642495,0.078700424,-1.532,NA
1624,TRETINOIN,ANASTROZOLE,MCF7,444795,2187,-1.899399176,1.273784352,1.730197206,2.459738444,-0.061,NA
1625,VEMURAFENIB,ANASTROZOLE,MCF7,42611257,2187,0.498110038,0.055734689,-2.101423629,-1.232394688,3.363,NA
1626,5-FLUORO-2'-DEOXYURIDINE,BORTEZOMIB,MCF7,3363,387447,-11.03050804,-4.005021775,-2.456632863,-2.082128222,12.3425,Antagonism
1627,5-FU,BORTEZOMIB,MCF7,3385,387447,1.284752741,0.621851978,0.359734871,0.364892992,-11.676,Synergy
1628,ALLOPURINOL,BORTEZOMIB,MCF7,2094,387447,-9.530394935,-3.119989734,-35.48593977,-2.316920078,14.7505,Antagonism
1629,ALTRETAMINE,BORTEZOMIB,MCF7,2123,387447,1.318468699,-0.687292687,-5.131539591,-4.077667203,2.1355,NA
1630,AMIFOSTINE,BORTEZOMIB,MCF7,2141,387447,-5.510684073,-4.065715359,-28.77043133,-2.7577164,10.342,Antagonism
1631,ANASTROZOLE,BORTEZOMIB,MCF7,2187,387447,-8.421122066,-2.238290389,-6.957437872,-2.513272022,9.5365,Antagonism
1632,AXITINIB,BORTEZOMIB,MCF7,6450551,387447,-1.410845565,5.816245489,4.568651285,4.956855106,6.891,NA
1633,BUSULFAN,BORTEZOMIB,MCF7,2478,387447,-7.683300788,-3.079572121,-18.53290413,-0.625521561,9.335,Antagonism
1634,CELECOXIB,BORTEZOMIB,MCF7,2662,387447,-6.346015499,-3.881731069,-50.72059568,-1.541076906,5.505,Antagonism
1635,CHEMBL277800,BORTEZOMIB,MCF7,354624,387447,2.29909892,2.812651813,1.058498001,2.426812,0.8195,Synergy
1636,CHLORAMBUCIL,BORTEZOMIB,MCF7,2708,387447,-3.316704087,-5.092325038,-5.400736841,-5.399107008,7.6805,Antagonism
1637,CRIZOTINIB,BORTEZOMIB,MCF7,11626560,387447,-1.565602761,0.224967552,-1.708913503,-1.195841746,-6.76,NA
1638,DASATINIB,BORTEZOMIB,MCF7,3062316,387447,-9.274946192,-6.144875133,-5.107907903,-3.147743778,3.0735,Antagonism
1639,DEXRAZOXANE,BORTEZOMIB,MCF7,71384,387447,-0.95758099,0.071195778,0.0133497,-0.255466582,1.5165,NA
1640,ERLOTINIB HYDROCHLORIDE,BORTEZOMIB,MCF7,176871,387447,16.70427899,25.23873624,23.71669133,24.33796508,24.468,Synergy
1641,EXEMESTANE,BORTEZOMIB,MCF7,60198,387447,2.043290499,3.37427038,2.595180616,2.003638444,1.16,Synergy
1642,GEFITINIB,BORTEZOMIB,MCF7,123631,387447,-3.175664827,-0.625814635,-0.482164702,-0.972884785,2.729,Antagonism
1643,IFOSFAMIDE,BORTEZOMIB,MCF7,3690,387447,-8.809254364,-3.033202948,-17.18717576,-0.996318889,8.2755,Antagonism
1644,IMIQUIMOD,BORTEZOMIB,MCF7,57469,387447,-4.768162243,-4.061305294,-3.13691325,-1.1990814,-1.8005,Antagonism
1645,LAPATINIB,BORTEZOMIB,MCF7,208908,387447,-9.964144321,-2.540086137,-10.68578782,0.083081056,11.9325,NA
1646,LENALIDOMIDE,BORTEZOMIB,MCF7,216326,387447,-0.783912826,-0.106042769,0.368122539,-0.469995896,0.373,NA
1647,LETROZOLE,BORTEZOMIB,MCF7,3902,387447,-9.663027363,-4.246339177,-13.3298885,-1.18979295,5.622,Antagonism
1648,MEGESTROL ACETATE,BORTEZOMIB,MCF7,11683,387447,4.25267673,-0.06930292,-12.24087292,-11.1783317,-0.33,NA
1649,METHOXSALEN,BORTEZOMIB,MCF7,4114,387447,-10.06434648,-6.811752006,-8.610326398,-2.933239333,1.7755,Antagonism
1650,MITOTANE,BORTEZOMIB,MCF7,4211,387447,-3.624572586,-1.126873384,-20.11166041,-2.42187439,20.2675,Antagonism
1651,NILOTINIB,BORTEZOMIB,MCF7,644241,387447,-7.519782491,-4.108174962,-6.769865708,-1.181305222,8.002,Antagonism
1652,PAZOPANIB HYDROCHLORIDE,BORTEZOMIB,MCF7,11525740,387447,9.940972305,2.113161508,-1.88942848,-0.826887259,3.358,NA
1653,RUXOLITINIB,BORTEZOMIB,MCF7,25126798,387447,-0.149515452,4.297664899,1.984126131,2.690767224,6.1475,NA
1654,TEMOZOLOMIDE,BORTEZOMIB,MCF7,5394,387447,-7.075645377,-3.259105505,-27.62083074,-4.427429823,14.0135,Antagonism
1655,THALIDOMIDE,BORTEZOMIB,MCF7,5426,387447,-10.09397523,-7.00802961,-3.66358921,-3.611146799,-2.302,Antagonism
1656,THIOTEPA,BORTEZOMIB,MCF7,5453,387447,-9.271663321,-2.133199246,-9.583560468,-1.76547879,16.011,Antagonism
1657,TOPOTECAN HYDROCHLORIDE,BORTEZOMIB,MCF7,60699,387447,-13.21188506,-4.118597178,-1.603362434,0.972299787,12.9595,NA
1658,TRETINOIN,BORTEZOMIB,MCF7,444795,387447,-8.808795281,1.019656548,-6.132949787,1.257855343,19.9365,NA
1659,VEMURAFENIB,BORTEZOMIB,MCF7,42611257,387447,0.920443638,2.330941446,-0.058095147,0.723378509,3.598,NA
1660,ZOLINZA,BORTEZOMIB,MCF7,5311,387447,-8.246450378,-0.441930545,-7.950760019,1.209747711,26.773,NA
1661,5-FLUORO-2'-DEOXYURIDINE,BUSULFAN,MCF7,3363,2478,-1.690492643,2.471292536,-6.802360039,0.492033757,5.94,NA
1662,5-FU,BUSULFAN,MCF7,3385,2478,-0.121305656,0.249297315,-3.842704481,2.977315757,-7.2815,NA
1663,ALTRETAMINE,BUSULFAN,MCF7,2123,2478,-0.413795798,0.863753215,-4.886339601,-2.443472344,1.0455,NA
1664,AXITINIB,BUSULFAN,MCF7,6450551,2478,-4.00981605,-4.122441231,-6.752019741,-4.538505354,-9.715,Antagonism
1665,CELECOXIB,BUSULFAN,MCF7,2662,2478,-2.502435545,-2.095918751,4.852756041,-0.069969,-3.568,NA
1666,CHEMBL277800,BUSULFAN,MCF7,354624,2478,1.721538977,1.971917541,-2.339727956,-1.391222758,4.233,NA
1667,CHLORAMBUCIL,BUSULFAN,MCF7,2708,2478,-10.74418985,-5.306785665,-10.08158637,-3.549708064,2.6995,Antagonism
1668,CRIZOTINIB,BUSULFAN,MCF7,11626560,2478,-3.569239323,-2.807236696,-7.054883512,-3.003789496,-12.7725,Antagonism
1669,DASATINIB,BUSULFAN,MCF7,3062316,2478,-1.389720617,-1.236650186,8.556203542,0.796448548,0.827,NA
1670,DEXRAZOXANE,BUSULFAN,MCF7,71384,2478,-5.091538199,-1.822000391,-6.727256271,-1.063456527,-5.434,Antagonism
1671,EXEMESTANE,BUSULFAN,MCF7,60198,2478,-3.659168635,1.080343479,-9.514796589,0.598450098,1.5335,NA
1672,GEFITINIB,BUSULFAN,MCF7,123631,2478,5.199528394,0.934092312,-5.496621531,2.160760439,-3.801,NA
1673,LAPATINIB,BUSULFAN,MCF7,208908,2478,-3.597898539,0.722156832,7.460004468,2.826448548,1.5065,NA
1674,LENALIDOMIDE,BUSULFAN,MCF7,216326,2478,-0.200312613,4.815612733,3.412269448,4.77087155,-2.437,NA
1675,LETROZOLE,BUSULFAN,MCF7,3902,2478,-1.741713383,-0.310497656,6.673241961,1.771139273,-1.5565,NA
1676,MEGESTROL ACETATE,BUSULFAN,MCF7,11683,2478,0.977088015,-2.361998274,-15.48208066,-12.87877615,-4.6675,NA
1677,MITOTANE,BUSULFAN,MCF7,4211,2478,1.117094952,1.860238538,1.01704996,-0.666384586,3.7415,NA
1678,NILOTINIB,BUSULFAN,MCF7,644241,2478,-3.00319581,-4.650082514,1.932076463,-2.806636578,-5.4505,NA
1679,PAZOPANIB HYDROCHLORIDE,BUSULFAN,MCF7,11525740,2478,-1.416277415,-0.861802279,-6.279315781,-3.700980021,-2.12,Antagonism
1680,RUXOLITINIB,BUSULFAN,MCF7,25126798,2478,-2.742546292,-5.935228599,-9.083646097,-7.299773289,-8.1975,Antagonism
1681,TEMOZOLOMIDE,BUSULFAN,MCF7,5394,2478,2.071548046,3.364139566,-1.504170432,-1.231934309,3.319,NA
1682,THIOTEPA,BUSULFAN,MCF7,5453,2478,-1.216986764,-1.308939525,-35.80861285,-2.605772778,4.3635,Antagonism
1683,TRETINOIN,BUSULFAN,MCF7,444795,2478,-0.061825547,6.018901627,-3.419709977,2.762033757,6.6795,NA
1684,VEMURAFENIB,BUSULFAN,MCF7,42611257,2478,-2.307933383,-2.03022188,-3.946705314,-3.782382233,-3.2075,Antagonism
1685,ZOLINZA,BUSULFAN,MCF7,5311,2478,-8.713847428,0.386836066,0.882735866,1.086166278,25.7715,NA
1686,5-FLUORO-2'-DEOXYURIDINE,CHEMBL277800,MCF7,3363,354624,-1.236310623,2.085708443,-5.852230978,0.218700424,1.1855,NA
1687,5-FU,CHEMBL277800,MCF7,3385,354624,0.528133211,0.713050492,4.886920611,5.457649091,1.468,Synergy
1688,ALTRETAMINE,CHEMBL277800,MCF7,2123,354624,-2.315353577,-1.448233806,-28.57518602,-4.463109481,3.8315,Antagonism
1689,ANASTROZOLE,CHEMBL277800,MCF7,2187,354624,0.307131466,-2.802377514,-3.916938405,-4.866112512,-2.95425,NA
1690,AXITINIB,CHEMBL277800,MCF7,6450551,354624,-0.344284042,4.130078148,-2.662123287,3.844033994,11.0805,NA
1691,CELECOXIB,CHEMBL277800,MCF7,2662,354624,0.681139728,-1.487382308,-3.568172613,-2.7966327,-2.0905,NA
1692,CHLORAMBUCIL,CHEMBL277800,MCF7,2708,354624,-12.18743941,-6.011058946,-3.936114349,-3.266485841,-3.3265,Antagonism
1693,CRIZOTINIB,CHEMBL277800,MCF7,11626560,354624,-4.28548997,-1.346994858,-7.169102674,-1.603743784,0.6185,Antagonism
1694,DEXRAZOXANE,CHEMBL277800,MCF7,71384,354624,-5.089880658,0.068744428,-2.412362875,2.107099028,8.915,NA
1695,EXEMESTANE,CHEMBL277800,MCF7,60198,354624,-6.538184228,0.577679492,-6.357452844,0.907561209,8.0655,NA
1696,GEFITINIB,CHEMBL277800,MCF7,123631,354624,-5.435327129,1.919656079,2.780558407,2.964538217,17.191,NA
1697,LENALIDOMIDE,CHEMBL277800,MCF7,216326,354624,-0.518505226,0.400378779,-12.56823969,0.422093772,7.946,NA
1698,LETROZOLE,CHEMBL277800,MCF7,3902,354624,3.904564266,1.191742651,-6.787292708,-6.197776147,1.542,NA
1699,MEGESTROL ACETATE,CHEMBL277800,MCF7,11683,354624,1.542480839,1.392980211,-28.13386173,-8.51099837,15.1225,NA
1700,NILOTINIB,CHEMBL277800,MCF7,644241,354624,4.204633597,0.498147176,-8.504748798,-7.747776147,0.76,NA
1701,PAZOPANIB HYDROCHLORIDE,CHEMBL277800,MCF7,11525740,354624,-2.038818293,0.122240166,-19.19790013,-2.498887259,7.3615,NA
1702,RUXOLITINIB,CHEMBL277800,MCF7,25126798,354624,-5.452452,2.945436724,-2.233315753,1.779192156,10.7105,NA
1703,TEMOZOLOMIDE,CHEMBL277800,MCF7,5394,354624,1.829565003,2.035607668,-4.403007852,-3.707165236,5.2445,NA
1704,THIOTEPA,CHEMBL277800,MCF7,5453,354624,-2.594789082,-1.726625587,-2.190799006,-2.056885489,3.8985,Antagonism
1705,TRETINOIN,CHEMBL277800,MCF7,444795,354624,0.270480481,5.055945706,1.47107476,2.213120056,9.6825,Synergy
1706,VEMURAFENIB,CHEMBL277800,MCF7,42611257,354624,-3.137492206,4.505050063,-11.17663727,3.107323782,13.016,NA
1707,5-FLUORO-2'-DEOXYURIDINE,DASATINIB,MCF7,3363,3062316,-3.940927328,-0.236384398,-3.943236681,0.449855106,4.796,NA
1708,5-FU,DASATINIB,MCF7,3385,3062316,3.621707951,4.1197604,-0.522535487,-0.455106889,4.8195,NA
1709,ALTRETAMINE,DASATINIB,MCF7,2123,3062316,4.202256853,6.338454661,-5.055374546,-2.064350672,11.331,NA
1710,AXITINIB,DASATINIB,MCF7,6450551,3062316,-2.403518242,2.415061388,2.364867375,2.774964224,2.616,NA
1711,CELECOXIB,DASATINIB,MCF7,2662,3062316,-0.528303126,1.780841221,0.321536832,0.472020911,4.6825,NA
1712,CHEMBL277800,DASATINIB,MCF7,354624,3062316,-2.586288585,-2.624250543,-1.741221073,-1.8125698,-1.2175,Antagonism
1713,CHLORAMBUCIL,DASATINIB,MCF7,2708,3062316,0.498190268,6.149377186,-0.338929719,0.411426868,7.4735,NA
1714,CRIZOTINIB,DASATINIB,MCF7,11626560,3062316,-1.634200472,0.336079146,-0.673623953,-0.201220791,-2.8895,NA
